ENSHGLG00000002435	4930453N24RIK
ENSHGLG00000002934	IFFO1
ENSHGLG00000002936	NXF1
ENSHGLG00000002941	INTS6L
ENSHGLG00000002942	RABGGTA
ENSHGLG00000002943	RTN2
ENSHGLG00000002944	SLC38A5
ENSHGLG00000002945	KCNN4
ENSHGLG00000002946	FOXO3
ENSHGLG00000002948	PAK1
ENSHGLG00000002949	WNK3
ENSHGLG00000002950	ACTA2
ENSHGLG00000002956	CUEDC2
ENSHGLG00000002957	EIF4EBP1
ENSHGLG00000002959	CFAP57
ENSHGLG00000002960	UBXN1
ENSHGLG00000002961	CHEK1
ENSHGLG00000002962	CAV2
ENSHGLG00000002963	EXOSC8
ENSHGLG00000002965	ENPEP
ENSHGLG00000002966	WDFY3
ENSHGLG00000002967	JADE1
ENSHGLG00000002968	TMEM267
ENSHGLG00000002969	PPP1R3B
ENSHGLG00000002975	PCSK1N
ENSHGLG00000002976	DZIP1
ENSHGLG00000002977	PON1
ENSHGLG00000002978	MLH1
ENSHGLG00000002980	DKK2
ENSHGLG00000002981	MAK16
ENSHGLG00000002982	COQ3
ENSHGLG00000002983	FAM13C
ENSHGLG00000002985	OLFML2B
ENSHGLG00000002986	GPR173
ENSHGLG00000002988	PAK3
ENSHGLG00000002992	LYPD5
ENSHGLG00000002993	CHERP
ENSHGLG00000002994	FECH
ENSHGLG00000002996	IKBKB
ENSHGLG00000002997	CBX5
ENSHGLG00000002998	MTMR12
ENSHGLG00000002999	SLC16A14
ENSHGLG00000003001	FRMD4B
ENSHGLG00000003003	ANKS6
ENSHGLG00000003005	FAS
ENSHGLG00000003006	RCBTB1
ENSHGLG00000003008	SYK
ENSHGLG00000003009	OPCML
ENSHGLG00000003010	PRDM5
ENSHGLG00000003012	PRCP
ENSHGLG00000003013	CLASP2
ENSHGLG00000003014	CCL28
ENSHGLG00000003015	PDE1B
ENSHGLG00000003017	ACBD6
ENSHGLG00000003019	TMEFF1
ENSHGLG00000003020	ING5
ENSHGLG00000003021	AGFG1
ENSHGLG00000003022	RXFP1
ENSHGLG00000003025	SPA17
ENSHGLG00000003026	COX5A
ENSHGLG00000003028	PON3
ENSHGLG00000003029	IL31RA
ENSHGLG00000003032	MAGIX
ENSHGLG00000003033	TMEM258
ENSHGLG00000003036	GNE
ENSHGLG00000003037	WHSC1L1
ENSHGLG00000003039	NOL11
ENSHGLG00000003040	WDR26
ENSHGLG00000003041	SFRP1
ENSHGLG00000003043	FITM1
ENSHGLG00000003044	NARS
ENSHGLG00000003045	ERCC1
ENSHGLG00000003046	TBC1D23
ENSHGLG00000003047	CCDC22
ENSHGLG00000003048	ICA1
ENSHGLG00000003049	STT3B
ENSHGLG00000003051	CDH24
ENSHGLG00000003056	INTS6
ENSHGLG00000003057	NRGN
ENSHGLG00000003058	TMEM59
ENSHGLG00000003059	ARHGEF1
ENSHGLG00000003060	TMEM38A
ENSHGLG00000003061	ADAMTS7
ENSHGLG00000003062	RGP1
ENSHGLG00000003066	FAM161A
ENSHGLG00000003067	CD72
ENSHGLG00000003068	EXOC3L2
ENSHGLG00000003069	NTRK1
ENSHGLG00000003070	CPT2
ENSHGLG00000003071	CDC73
ENSHGLG00000003072	PDZRN3
ENSHGLG00000003073	DLGAP2
ENSHGLG00000003076	FAM175A
ENSHGLG00000003079	GUCA2A
ENSHGLG00000003080	SMARCA1
ENSHGLG00000003081	LONP2
ENSHGLG00000003083	CREBZF
ENSHGLG00000003084	SLK
ENSHGLG00000003085	B3GAT2
ENSHGLG00000003086	ANK1
ENSHGLG00000003087	ARRDC2
ENSHGLG00000003088	GNG3
ENSHGLG00000003090	MOB3C
ENSHGLG00000003091	LHFP
ENSHGLG00000003092	SULT1B1
ENSHGLG00000003094	TRIM23
ENSHGLG00000003095	POF1B
ENSHGLG00000003096	NGEF
ENSHGLG00000003097	CCDC152
ENSHGLG00000003100	FOXM1
ENSHGLG00000003102	RCBTB2
ENSHGLG00000003107	ZC3H12B
ENSHGLG00000003109	ANK2
ENSHGLG00000003110	BCL2
ENSHGLG00000003111	PSMD1
ENSHGLG00000003113	FUT9
ENSHGLG00000003114	RGS18
ENSHGLG00000003115	XPO1
ENSHGLG00000003116	HOOK3
ENSHGLG00000003118	F2RL3
ENSHGLG00000003119	D2HGDH
ENSHGLG00000003123	MEF2B
ENSHGLG00000003124	ST3GAL4
ENSHGLG00000003126	AP1M1
ENSHGLG00000003127	MFSD13A
ENSHGLG00000003128	MORC4
ENSHGLG00000003129	SSR2
ENSHGLG00000003130	CELF4
ENSHGLG00000003132	FTSJ1
ENSHGLG00000003133	SLC22A6
ENSHGLG00000003134	PRKD1
ENSHGLG00000003136	ATP8B1
ENSHGLG00000003137	PITPNC1
ENSHGLG00000003138	MAP3K10
ENSHGLG00000003139	HNRNPA1
ENSHGLG00000003141	LRP10
ENSHGLG00000003143	AGXT
ENSHGLG00000003145	ANO8
ENSHGLG00000003146	TTC22
ENSHGLG00000003149	FUT10
ENSHGLG00000003150	RAX
ENSHGLG00000003151	RGS5
ENSHGLG00000003152	TROVE2
ENSHGLG00000003153	CCT3
ENSHGLG00000003154	OSBPL10
ENSHGLG00000003156	NOLC1
ENSHGLG00000003157	TGM1
ENSHGLG00000003158	MMP10
ENSHGLG00000003159	NUMBL
ENSHGLG00000003160	STAT4
ENSHGLG00000003161	SLC5A9
ENSHGLG00000003162	NXPH1
ENSHGLG00000003163	PRR19
ENSHGLG00000003164	DCLK2
ENSHGLG00000003165	NCKAP1L
ENSHGLG00000003167	TRPC3
ENSHGLG00000003168	INCENP
ENSHGLG00000003169	VSIG2
ENSHGLG00000003170	SLC9B1
ENSHGLG00000003172	SLC35F1
ENSHGLG00000003173	SMIM7
ENSHGLG00000003174	IDO1
ENSHGLG00000003175	DCAF11
ENSHGLG00000003176	GATAD2A
ENSHGLG00000003178	TXLNG
ENSHGLG00000003179	FAM234A
ENSHGLG00000003180	NOVA1
ENSHGLG00000003181	RHNO1
ENSHGLG00000003185	MSR1
ENSHGLG00000003187	ZSWIM6
ENSHGLG00000003189	GRPR
ENSHGLG00000003190	TPBG
ENSHGLG00000003191	RTKN2
ENSHGLG00000003192	PPP3CA
ENSHGLG00000003193	LACE1
ENSHGLG00000003195	TRMO
ENSHGLG00000003196	ATP6V1G3
ENSHGLG00000003198	ATP11A
ENSHGLG00000003202	POLR1D
ENSHGLG00000003207	MTRF1L
ENSHGLG00000003210	MTRF1
ENSHGLG00000003211	IL5RA
ENSHGLG00000003212	LMX1A
ENSHGLG00000003213	SH3D19
ENSHGLG00000003215	NFKBIA
ENSHGLG00000003217	GRIA3
ENSHGLG00000003219	PHEX
ENSHGLG00000003220	CPLX4
ENSHGLG00000003221	PARS2
ENSHGLG00000003223	ATP4B
ENSHGLG00000003224	MBL2
ENSHGLG00000003225	C8B
ENSHGLG00000003226	SUSD4
ENSHGLG00000003227	NDRG2
ENSHGLG00000003228	PIK3R1
ENSHGLG00000003229	CDH6
ENSHGLG00000003230	SUMF1
ENSHGLG00000003234	NDUFB10
ENSHGLG00000003235	MMP8
ENSHGLG00000003237	SMARCD3
ENSHGLG00000003238	MRPL34
ENSHGLG00000003240	IGFBPL1
ENSHGLG00000003243	RIMS3
ENSHGLG00000003244	ARL3
ENSHGLG00000003246	ZMAT4
ENSHGLG00000003247	SLC27A1
ENSHGLG00000003249	OTUD4
ENSHGLG00000003256	MAST3
ENSHGLG00000003257	DAB2
ENSHGLG00000003258	FOXP3
ENSHGLG00000003259	TRAF7
ENSHGLG00000003260	TPPP2
ENSHGLG00000003261	AHI1
ENSHGLG00000003264	LAGE3
ENSHGLG00000003265	EGFLAM
ENSHGLG00000003267	ADI1
ENSHGLG00000003268	CAB39
ENSHGLG00000003269	KDSR
ENSHGLG00000003271	CD247
ENSHGLG00000003272	TULP3
ENSHGLG00000003273	RYBP
ENSHGLG00000003274	ACSL1
ENSHGLG00000003275	GDI1
ENSHGLG00000003277	SNX3
ENSHGLG00000003278	NEK7
ENSHGLG00000003279	TNKS
ENSHGLG00000003280	CHST13
ENSHGLG00000003281	APPL1
ENSHGLG00000003283	UBE2I
ENSHGLG00000003284	EML3
ENSHGLG00000003286	SHROOM4
ENSHGLG00000003287	KATNA1
ENSHGLG00000003288	AGXT2
ENSHGLG00000003289	SLC25A30
ENSHGLG00000003290	CLDN2
ENSHGLG00000003291	FAM32A
ENSHGLG00000003294	QRSL1
ENSHGLG00000003296	TRPM8
ENSHGLG00000003298	GRAP
ENSHGLG00000003299	OCLN
ENSHGLG00000003300	PLP2
ENSHGLG00000003302	TIRAP
ENSHGLG00000003305	IVNS1ABP
ENSHGLG00000003306	PCDH8
ENSHGLG00000003307	CCNO
ENSHGLG00000003308	MMP14
ENSHGLG00000003311	GAL3ST2
ENSHGLG00000003312	CPB2
ENSHGLG00000003313	SMIM4
ENSHGLG00000003315	PSME2
ENSHGLG00000003317	LMAN1
ENSHGLG00000003319	PXK
ENSHGLG00000003320	SLC22A8
ENSHGLG00000003321	MMP27
ENSHGLG00000003322	F11
ENSHGLG00000003325	CACNA1A
ENSHGLG00000003327	MRPL24
ENSHGLG00000003329	RPL3L
ENSHGLG00000003331	NLN
ENSHGLG00000003332	EDA2R
ENSHGLG00000003333	HMGCS1
ENSHGLG00000003335	CEP85L
ENSHGLG00000003336	LRRN4CL
ENSHGLG00000003339	ESAM
ENSHGLG00000003340	SPHKAP
ENSHGLG00000003341	OSGEP
ENSHGLG00000003343	SATB1
ENSHGLG00000003344	OXA1L
ENSHGLG00000003346	RRAGD
ENSHGLG00000003347	SP100
ENSHGLG00000003349	PCID2
ENSHGLG00000003351	FAM159A
ENSHGLG00000003352	HMGB1
ENSHGLG00000003355	GPD1L
ENSHGLG00000003356	ARHGAP5
ENSHGLG00000003358	ACRBP
ENSHGLG00000003361	CCNT1
ENSHGLG00000003362	MICU3
ENSHGLG00000003363	IBTK
ENSHGLG00000003364	PPWD1
ENSHGLG00000003365	PSMB5
ENSHGLG00000003366	WDR44
ENSHGLG00000003370	NT5C2
ENSHGLG00000003371	PPFIBP2
ENSHGLG00000003374	NEUROD1
ENSHGLG00000003378	PPP1R1A
ENSHGLG00000003380	RXRG
ENSHGLG00000003384	MYRF
ENSHGLG00000003385	NFIL3
ENSHGLG00000003386	P4HA3
ENSHGLG00000003387	FBXW7
ENSHGLG00000003388	MPRIP
ENSHGLG00000003389	BCAM
ENSHGLG00000003391	TEAD4
ENSHGLG00000003392	RPS6KA2
ENSHGLG00000003393	USP34
ENSHGLG00000003395	BAIAP3
ENSHGLG00000003396	RFXANK
ENSHGLG00000003397	PRICKLE3
ENSHGLG00000003398	MRPL52
ENSHGLG00000003399	CD40LG
ENSHGLG00000003401	ABHD8
ENSHGLG00000003402	CYB5A
ENSHGLG00000003403	L1CAM
ENSHGLG00000003404	GIMD1
ENSHGLG00000003406	HECW2
ENSHGLG00000003409	TTC4
ENSHGLG00000003410	LNX2
ENSHGLG00000003411	C8A
ENSHGLG00000003412	NUP62CL
ENSHGLG00000003413	PTCHD1
ENSHGLG00000003414	PNP
ENSHGLG00000003415	ALDH1B1
ENSHGLG00000003416	CROCC2
ENSHGLG00000003417	NDNF
ENSHGLG00000003419	MYF6
ENSHGLG00000003420	PDHB
ENSHGLG00000003422	LPCAT1
ENSHGLG00000003426	PODXL
ENSHGLG00000003427	NT5E
ENSHGLG00000003428	UCP3
ENSHGLG00000003430	ATPAF1
ENSHGLG00000003431	MSANTD2
ENSHGLG00000003433	BCL2L2
ENSHGLG00000003436	RGS11
ENSHGLG00000003437	SPRYD3
ENSHGLG00000003439	JMJD1C
ENSHGLG00000003440	AQP6
ENSHGLG00000003441	CPA4
ENSHGLG00000003446	AVPR1B
ENSHGLG00000003447	ING4
ENSHGLG00000003448	PPP1R3F
ENSHGLG00000003449	ACTR3B
ENSHGLG00000003450	UBE2J1
ENSHGLG00000003451	TSPYL2
ENSHGLG00000003453	TMEM125
ENSHGLG00000003455	HS6ST3
ENSHGLG00000003457	PLEKHA6
ENSHGLG00000003458	ROR2
ENSHGLG00000003459	GHR
ENSHGLG00000003460	FBXO5
ENSHGLG00000003461	VSIG1
ENSHGLG00000003463	CIB3
ENSHGLG00000003464	CCDC86
ENSHGLG00000003466	BARX1
ENSHGLG00000003467	HAPLN2
ENSHGLG00000003474	TSPAN9
ENSHGLG00000003475	GCC1
ENSHGLG00000003477	TSR3
ENSHGLG00000003482	HPX
ENSHGLG00000003484	BCORL1
ENSHGLG00000003487	SMCR8
ENSHGLG00000003488	EMC9
ENSHGLG00000003490	B3GNT3
ENSHGLG00000003491	SLC35B4
ENSHGLG00000003492	CLN8
ENSHGLG00000003494	FOXO6
ENSHGLG00000003495	GRIA2
ENSHGLG00000003497	HS3ST6
ENSHGLG00000003498	SLC7A7
ENSHGLG00000003501	LHX9
ENSHGLG00000003505	PLEKHG1
ENSHGLG00000003506	CMBL
ENSHGLG00000003507	ARHGDIG
ENSHGLG00000003508	KCTD6
ENSHGLG00000003510	NEU2
ENSHGLG00000003511	ELOVL3
ENSHGLG00000003514	CSAD
ENSHGLG00000003518	GABBR2
ENSHGLG00000003520	PXDN
ENSHGLG00000003521	PROZ
ENSHGLG00000003523	SIN3B
ENSHGLG00000003525	SMAP1
ENSHGLG00000003526	SNX18
ENSHGLG00000003527	NT5DC2
ENSHGLG00000003528	ASRGL1
ENSHGLG00000003529	PLAT
ENSHGLG00000003530	ZDHHC14
ENSHGLG00000003531	CREG1
ENSHGLG00000003533	GABRR2
ENSHGLG00000003534	DCDC2C
ENSHGLG00000003535	PRPSAP2
ENSHGLG00000003536	SH2D1A
ENSHGLG00000003537	PLXNA2
ENSHGLG00000003538	KATNAL1
ENSHGLG00000003539	ERF
ENSHGLG00000003540	MAP2K3
ENSHGLG00000003541	CMTM8
ENSHGLG00000003546	MTCL1
ENSHGLG00000003548	FOXJ3
ENSHGLG00000003549	PALM3
ENSHGLG00000003550	AQP11
ENSHGLG00000003552	MYT1L
ENSHGLG00000003554	TROAP
ENSHGLG00000003556	TYMS
ENSHGLG00000003557	ATF1
ENSHGLG00000003559	CHD8
ENSHGLG00000003560	SMCHD1
ENSHGLG00000003561	ITM2C
ENSHGLG00000003562	TSPAN11
ENSHGLG00000003565	NXNL1
ENSHGLG00000003567	SLC30A1
ENSHGLG00000003570	MMP20
ENSHGLG00000003571	PLD3
ENSHGLG00000003573	CLEC14A
ENSHGLG00000003574	HACL1
ENSHGLG00000003575	SLC12A7
ENSHGLG00000003576	EFHB
ENSHGLG00000003577	HOXD8
ENSHGLG00000003579	CSF1R
ENSHGLG00000003580	LGALS12
ENSHGLG00000003581	RB1
ENSHGLG00000003583	DDHD2
ENSHGLG00000003584	UFSP2
ENSHGLG00000003585	AAMDC
ENSHGLG00000003586	EPHA3
ENSHGLG00000003587	SEMA4A
ENSHGLG00000003588	NUDT5
ENSHGLG00000003589	AMTN
ENSHGLG00000003590	RHOBTB1
ENSHGLG00000003592	PEAR1
ENSHGLG00000003593	IGSF9B
ENSHGLG00000003594	DDX4
ENSHGLG00000003595	PRDM8
ENSHGLG00000003596	IGFBP6
ENSHGLG00000003597	MEIOB
ENSHGLG00000003598	COL17A1
ENSHGLG00000003599	ADCYAP1
ENSHGLG00000003601	SMARCD1
ENSHGLG00000003603	TOE1
ENSHGLG00000003604	MMRN1
ENSHGLG00000003605	PDIA2
ENSHGLG00000003606	UCP2
ENSHGLG00000003607	CD180
ENSHGLG00000003608	KCNH8
ENSHGLG00000003609	PDE10A
ENSHGLG00000003610	CERS6
ENSHGLG00000003611	UNC13B
ENSHGLG00000003614	ACOX2
ENSHGLG00000003616	ZSWIM5
ENSHGLG00000003617	STAT1
ENSHGLG00000003618	SND1
ENSHGLG00000003619	SCAF8
ENSHGLG00000003621	CHL1
ENSHGLG00000003622	KLHL14
ENSHGLG00000003623	KLHL33
ENSHGLG00000003628	TTC9B
ENSHGLG00000003631	GLRB
ENSHGLG00000003633	TFDP1
ENSHGLG00000003635	APOOL
ENSHGLG00000003636	MARK4
ENSHGLG00000003637	SHQ1
ENSHGLG00000003638	WRN
ENSHGLG00000003639	BRF2
ENSHGLG00000003641	COLGALT2
ENSHGLG00000003642	NOX3
ENSHGLG00000003643	FLT1
ENSHGLG00000003644	SESTD1
ENSHGLG00000003645	PSME1
ENSHGLG00000003646	SKP2
ENSHGLG00000003648	RIBC1
ENSHGLG00000003649	TRNT1
ENSHGLG00000003650	SFXN2
ENSHGLG00000003652	PAFAH1B3
ENSHGLG00000003654	MYF5
ENSHGLG00000003656	HOXD4
ENSHGLG00000003658	LRRC52
ENSHGLG00000003659	HIPK4
ENSHGLG00000003661	MCIDAS
ENSHGLG00000003662	PRELP
ENSHGLG00000003665	PRMT8
ENSHGLG00000003667	GATA6
ENSHGLG00000003668	TNIP3
ENSHGLG00000003669	ZFP42
ENSHGLG00000003670	SDE2
ENSHGLG00000003671	PBDC1
ENSHGLG00000003672	HHAT
ENSHGLG00000003673	MEP1B
ENSHGLG00000003674	SCLT1
ENSHGLG00000003675	CDH9
ENSHGLG00000003676	CASP14
ENSHGLG00000003678	LRCH1
ENSHGLG00000003679	BHLHE40
ENSHGLG00000003681	CNKSR3
ENSHGLG00000003684	UBQLN4
ENSHGLG00000003685	GOLPH3
ENSHGLG00000003686	SNED1
ENSHGLG00000003687	ANKRD29
ENSHGLG00000003689	PIANP
ENSHGLG00000003690	KLHL13
ENSHGLG00000003691	NEU4
ENSHGLG00000003692	OLFM4
ENSHGLG00000003694	MTMR7
ENSHGLG00000003695	PKP1
ENSHGLG00000003698	EDN2
ENSHGLG00000003700	VAPA
ENSHGLG00000003701	NUS1
ENSHGLG00000003702	UBL4A
ENSHGLG00000003706	PURG
ENSHGLG00000003707	C9
ENSHGLG00000003708	MMP2
ENSHGLG00000003709	FAM107A
ENSHGLG00000003710	CDC123
ENSHGLG00000003717	AXIN1
ENSHGLG00000003718	INO80C
ENSHGLG00000003719	IL24
ENSHGLG00000003720	RGS8
ENSHGLG00000003721	PCK2
ENSHGLG00000003723	CATSPER4
ENSHGLG00000003724	ANTXR2
ENSHGLG00000003727	MID2
ENSHGLG00000003728	IGF2R
ENSHGLG00000003729	CEP350
ENSHGLG00000003734	NFE2
ENSHGLG00000003736	KRT84
ENSHGLG00000003739	F10
ENSHGLG00000003742	MSMP
ENSHGLG00000003744	ROBO3
ENSHGLG00000003745	HESX1
ENSHGLG00000003746	NARS2
ENSHGLG00000003747	PPME1
ENSHGLG00000003749	USP28
ENSHGLG00000003751	WDR74
ENSHGLG00000003752	EPHX1
ENSHGLG00000003754	LMBRD2
ENSHGLG00000003756	DCLK1
ENSHGLG00000003759	ERC2
ENSHGLG00000003760	GDPD4
ENSHGLG00000003761	HOXD3
ENSHGLG00000003763	TBC1D8B
ENSHGLG00000003764	VIP
ENSHGLG00000003765	PRELID2
ENSHGLG00000003767	FBXO4
ENSHGLG00000003769	UROC1
ENSHGLG00000003770	SYTL4
ENSHGLG00000003771	TRIM14
ENSHGLG00000003776	CRACR2A
ENSHGLG00000003778	DKK1
ENSHGLG00000003781	KLC3
ENSHGLG00000003782	COPS7A
ENSHGLG00000003783	ALG5
ENSHGLG00000003784	PRIMPOL
ENSHGLG00000003786	CCDC65
ENSHGLG00000003787	TPP1
ENSHGLG00000003788	ABCB11
ENSHGLG00000003790	ZRSR2
ENSHGLG00000003792	NR2E1
ENSHGLG00000003793	SLC7A2
ENSHGLG00000003794	STAB1
ENSHGLG00000003795	EPN2
ENSHGLG00000003796	ARHGEF40
ENSHGLG00000003797	PDGFRB
ENSHGLG00000003798	PPIC
ENSHGLG00000003799	PCDH12
ENSHGLG00000003800	EMCN
ENSHGLG00000003803	RBM41
ENSHGLG00000003805	IRX6
ENSHGLG00000003806	STRIP2
ENSHGLG00000003807	MRPL28
ENSHGLG00000003812	CCSER1
ENSHGLG00000003814	LMOD2
ENSHGLG00000003816	ETNK2
ENSHGLG00000003817	NIT2
ENSHGLG00000003818	PRKAA2
ENSHGLG00000003819	DHRS7B
ENSHGLG00000003820	SETDB2
ENSHGLG00000003823	MARCH6
ENSHGLG00000003826	SYP
ENSHGLG00000003827	CRHR1
ENSHGLG00000003831	FAM120B
ENSHGLG00000003833	FOXO1
ENSHGLG00000003834	IMPDH1
ENSHGLG00000003835	SGCZ
ENSHGLG00000003836	LMO7
ENSHGLG00000003837	CENPK
ENSHGLG00000003839	LGR6
ENSHGLG00000003840	CAMK1D
ENSHGLG00000003842	UBL3
ENSHGLG00000003846	LIPF
ENSHGLG00000003847	CNTN6
ENSHGLG00000003848	FGFR1OP
ENSHGLG00000003849	SDF4
ENSHGLG00000003850	INPP5D
ENSHGLG00000003851	TRPM6
ENSHGLG00000003852	SCN8A
ENSHGLG00000003853	AGBL4
ENSHGLG00000003854	ARL15
ENSHGLG00000003855	XPR1
ENSHGLG00000003860	AIMP1
ENSHGLG00000003863	MMP7
ENSHGLG00000003866	MGST3
ENSHGLG00000003868	AP3M2
ENSHGLG00000003869	JAK3
ENSHGLG00000003871	TWSG1
ENSHGLG00000003872	PIGC
ENSHGLG00000003873	PPP1R3E
ENSHGLG00000003874	ADAD1
ENSHGLG00000003876	CFAP97
ENSHGLG00000003879	POU2AF1
ENSHGLG00000003880	ZBTB18
ENSHGLG00000003881	ARL13B
ENSHGLG00000003882	PARP11
ENSHGLG00000003883	MLF2
ENSHGLG00000003885	RIOK3
ENSHGLG00000003886	SLC6A19
ENSHGLG00000003887	DAGLA
ENSHGLG00000003888	KLHDC10
ENSHGLG00000003891	ST14
ENSHGLG00000003893	TBC1D4
ENSHGLG00000003894	PDCD1
ENSHGLG00000003895	SLC38A1
ENSHGLG00000003896	HAPLN4
ENSHGLG00000003897	MIB1
ENSHGLG00000003898	MTERF4
ENSHGLG00000003901	ABT1
ENSHGLG00000003902	CD74
ENSHGLG00000003905	TRAF3IP3
ENSHGLG00000003906	TOX3
ENSHGLG00000003907	NUF2
ENSHGLG00000003908	OTP
ENSHGLG00000003912	EIF3H
ENSHGLG00000003915	NFYC
ENSHGLG00000003916	AUH
ENSHGLG00000003917	CTSE
ENSHGLG00000003919	FGF1
ENSHGLG00000003920	TINF2
ENSHGLG00000003921	SPP2
ENSHGLG00000003922	SMAGP
ENSHGLG00000003923	HAGH
ENSHGLG00000003925	TMCO3
ENSHGLG00000003926	UBTFL1
ENSHGLG00000003928	PDGFC
ENSHGLG00000003929	ARCN1
ENSHGLG00000003932	PSMB1
ENSHGLG00000003934	PRPF19
ENSHGLG00000003936	CCDC3
ENSHGLG00000003938	ADGRA2
ENSHGLG00000003939	IL17RD
ENSHGLG00000003940	TMEM237
ENSHGLG00000003942	GALNTL5
ENSHGLG00000003944	CHRDL1
ENSHGLG00000003945	HDX
ENSHGLG00000003946	CERS5
ENSHGLG00000003947	TNFRSF4
ENSHGLG00000003948	CALR3
ENSHGLG00000003949	KMT2D
ENSHGLG00000003953	NRL
ENSHGLG00000003955	POU2F1
ENSHGLG00000003956	NDUFS4
ENSHGLG00000003957	CRBN
ENSHGLG00000003959	MTIF3
ENSHGLG00000003963	ARFGEF2
ENSHGLG00000003964	PIP4K2A
ENSHGLG00000003965	ARHGEF10
ENSHGLG00000003966	MYCT1
ENSHGLG00000003967	NOD2
ENSHGLG00000003971	DGAT2
ENSHGLG00000003972	TADA2A
ENSHGLG00000003974	SENP7
ENSHGLG00000003976	KAT6A
ENSHGLG00000003978	FMOD
ENSHGLG00000003980	RRP8
ENSHGLG00000003984	TFAP2D
ENSHGLG00000003985	PHF2
ENSHGLG00000003987	IRX2
ENSHGLG00000003990	ROM1
ENSHGLG00000003991	OPN3
ENSHGLG00000003992	PARP1
ENSHGLG00000003993	DPH3
ENSHGLG00000003994	ATG5
ENSHGLG00000003995	RBM26
ENSHGLG00000003996	LAX1
ENSHGLG00000004000	NME4
ENSHGLG00000004004	PASK
ENSHGLG00000004005	PROX1
ENSHGLG00000004006	IRX5
ENSHGLG00000004007	SLC10A3
ENSHGLG00000004009	AQP5
ENSHGLG00000004010	BGN
ENSHGLG00000004011	GRIK5
ENSHGLG00000004012	SNX24
ENSHGLG00000004013	DKK3
ENSHGLG00000004014	COQ8B
ENSHGLG00000004016	SLC1A4
ENSHGLG00000004020	RBBP7
ENSHGLG00000004021	B3GALT2
ENSHGLG00000004023	SOX13
ENSHGLG00000004024	SLC35F2
ENSHGLG00000004025	UTP23
ENSHGLG00000004027	ECEL1
ENSHGLG00000004028	SDHAF4
ENSHGLG00000004029	CHPF2
ENSHGLG00000004031	KRT82
ENSHGLG00000004032	UHMK1
ENSHGLG00000004036	STEAP2
ENSHGLG00000004038	TBP
ENSHGLG00000004041	OPTN
ENSHGLG00000004044	FOSB
ENSHGLG00000004045	COLEC12
ENSHGLG00000004049	SPINK5
ENSHGLG00000004050	ROBO4
ENSHGLG00000004051	PHLDB1
ENSHGLG00000004053	TTC9C
ENSHGLG00000004056	DLC1
ENSHGLG00000004059	GRID2
ENSHGLG00000004060	CPNE6
ENSHGLG00000004062	IL20
ENSHGLG00000004066	SLMAP
ENSHGLG00000004067	ALG9
ENSHGLG00000004069	FAM168A
ENSHGLG00000004071	RAB2B
ENSHGLG00000004072	HOXD1
ENSHGLG00000004074	STX18
ENSHGLG00000004076	RBM27
ENSHGLG00000004077	RNF32
ENSHGLG00000004082	ALDH9A1
ENSHGLG00000004086	CNTF
ENSHGLG00000004088	ZXDC
ENSHGLG00000004089	FN1
ENSHGLG00000004090	CC2D1A
ENSHGLG00000004091	PHYHIPL
ENSHGLG00000004092	CDC20B
ENSHGLG00000004093	AKT2
ENSHGLG00000004094	GSK3A
ENSHGLG00000004095	LAG3
ENSHGLG00000004096	GPLD1
ENSHGLG00000004097	SEC23A
ENSHGLG00000004098	APITD1
ENSHGLG00000004099	TRIML2
ENSHGLG00000004100	LCORL
ENSHGLG00000004101	RGS2
ENSHGLG00000004103	BRD4
ENSHGLG00000004104	DNAH5
ENSHGLG00000004105	TEX38
ENSHGLG00000004106	PDZD2
ENSHGLG00000004107	PPP1R37
ENSHGLG00000004108	LMNB1
ENSHGLG00000004110	NR3C1
ENSHGLG00000004111	RNF14
ENSHGLG00000004112	RND1
ENSHGLG00000004113	TM6SF2
ENSHGLG00000004114	E2F6
ENSHGLG00000004116	FGF20
ENSHGLG00000004117	PPP1R7
ENSHGLG00000004118	SMO
ENSHGLG00000004119	CDCA7
ENSHGLG00000004120	PRPF40B
ENSHGLG00000004121	SNX2
ENSHGLG00000004123	BAG4
ENSHGLG00000004129	ASB15
ENSHGLG00000004131	DNAJB13
ENSHGLG00000004132	COPZ1
ENSHGLG00000004134	ILF2
ENSHGLG00000004135	TSPAN5
ENSHGLG00000004137	MKLN1
ENSHGLG00000004138	PTBP2
ENSHGLG00000004142	PDCD2
ENSHGLG00000004143	PDK1
ENSHGLG00000004144	CHCHD6
ENSHGLG00000004145	TENM4
ENSHGLG00000004146	FGL1
ENSHGLG00000004147	NEUROD6
ENSHGLG00000004149	NECTIN2
ENSHGLG00000004150	TTC39C
ENSHGLG00000004151	DDN
ENSHGLG00000004154	RCSD1
ENSHGLG00000004155	SPIRE1
ENSHGLG00000004160	GMCL1
ENSHGLG00000004162	IL19
ENSHGLG00000004164	ARHGEF3
ENSHGLG00000004165	RAB8A
ENSHGLG00000004167	TREH
ENSHGLG00000004168	TEP1
ENSHGLG00000004170	KLF12
ENSHGLG00000004171	FDXACB1
ENSHGLG00000004173	GTF3A
ENSHGLG00000004176	KPNA3
ENSHGLG00000004177	MTX2
ENSHGLG00000004178	TRDMT1
ENSHGLG00000004181	MSX1
ENSHGLG00000004182	SLC17A3
ENSHGLG00000004184	LY86
ENSHGLG00000004185	ADORA1
ENSHGLG00000004187	BTG2
ENSHGLG00000004188	RNF128
ENSHGLG00000004190	CEACAM20
