ENSMUSG00000059920.9	4930453N24RIK	ENSMUSG00000059920
ENSMUSG00000017721.15	PIGT	ENSMUSG00000017721
ENSMUSG00000017724.14	ETV4	ENSMUSG00000017724
ENSMUSG00000017734.15	DBNDD2	ENSMUSG00000017734
ENSMUSG00000017737.2	MMP9	ENSMUSG00000017737
ENSMUSG00000017740.17	SLC12A5	ENSMUSG00000017740
ENSMUSG00000017747.13	GHDC	ENSMUSG00000017747
ENSMUSG00000017754.13	PLTP	ENSMUSG00000017754
ENSMUSG00000017756.8	SLC12A7	ENSMUSG00000017756
ENSMUSG00000017760.15	CTSA	ENSMUSG00000017760
ENSMUSG00000017764.2	ZSWIM1	ENSMUSG00000017764
ENSMUSG00000017765.17	SLC12A4	ENSMUSG00000017765
ENSMUSG00000017767.3	SPATA25	ENSMUSG00000017767
ENSMUSG00000017774.19	MYO1C	ENSMUSG00000017774
ENSMUSG00000017776.15	CRK	ENSMUSG00000017776
ENSMUSG00000017778.14	COX7C	ENSMUSG00000017778
ENSMUSG00000017781.17	PITPNA	ENSMUSG00000017781
ENSMUSG00000017801.15	MLX	ENSMUSG00000017801
ENSMUSG00000017817.11	JPH2	ENSMUSG00000017817
ENSMUSG00000017830.15	DHX58	ENSMUSG00000017830
ENSMUSG00000017837.12	NKIRAS2	ENSMUSG00000017837
ENSMUSG00000017843.13	PPP2R5C	ENSMUSG00000017843
ENSMUSG00000017861.11	MYBL2	ENSMUSG00000017861
ENSMUSG00000017868.16	SGK2	ENSMUSG00000017868
ENSMUSG00000017897.18	EYA2	ENSMUSG00000017897
ENSMUSG00000017929.13	B4GALT5	ENSMUSG00000017929
ENSMUSG00000017943.15	GDAP1L1	ENSMUSG00000017943
ENSMUSG00000017950.16	HNF4A	ENSMUSG00000017950
ENSMUSG00000017969.13	PTGIS	ENSMUSG00000017969
ENSMUSG00000017978.18	CADPS2	ENSMUSG00000017978
ENSMUSG00000017999.16	DDX27	ENSMUSG00000017999
ENSMUSG00000018001.18	CYTH3	ENSMUSG00000018001
ENSMUSG00000018008.7	CYTH4	ENSMUSG00000018008
ENSMUSG00000018012.11	RAC3	ENSMUSG00000018012
ENSMUSG00000018040.9	RRP7A	ENSMUSG00000018040
ENSMUSG00000018042.17	CYB5R3	ENSMUSG00000018042
ENSMUSG00000018068.13	INTS2	ENSMUSG00000018068
ENSMUSG00000018076.12	MED13L	ENSMUSG00000018076
ENSMUSG00000018126.15	BAIAP2L2	ENSMUSG00000018126
ENSMUSG00000018143.10	MAFK	ENSMUSG00000018143
ENSMUSG00000018160.15	MED1	ENSMUSG00000018160
ENSMUSG00000018166.8	ERBB3	ENSMUSG00000018166
ENSMUSG00000018167.10	STARD3	ENSMUSG00000018167
ENSMUSG00000018168.8	IKZF3	ENSMUSG00000018168
ENSMUSG00000018169.12	MFNG	ENSMUSG00000018169
ENSMUSG00000018171.9	VMP1	ENSMUSG00000018171
ENSMUSG00000018196.18	GLRX2	ENSMUSG00000018196
ENSMUSG00000018199.8	TROVE2	ENSMUSG00000018199
ENSMUSG00000018209.15	STK4	ENSMUSG00000018209
ENSMUSG00000018217.12	PMP22	ENSMUSG00000018217
ENSMUSG00000018238.6	GDF9	ENSMUSG00000018238
ENSMUSG00000018263.11	TBX5	ENSMUSG00000018263
ENSMUSG00000018286.6	PSMB6	ENSMUSG00000018286
ENSMUSG00000018287.12	SPAG7	ENSMUSG00000018287
ENSMUSG00000018293.4	PFN1	ENSMUSG00000018293
ENSMUSG00000018322.10	TOMM34	ENSMUSG00000018322
ENSMUSG00000018326.9	YWHAB	ENSMUSG00000018326
ENSMUSG00000018334.17	KSR1	ENSMUSG00000018334
ENSMUSG00000018339.11	GPX3	ENSMUSG00000018339
ENSMUSG00000018340.13	ANXA6	ENSMUSG00000018340
ENSMUSG00000018341.12	IL12RB2	ENSMUSG00000018341
ENSMUSG00000018362.14	KPNA2	ENSMUSG00000018362
ENSMUSG00000018363.16	SMURF2	ENSMUSG00000018363
ENSMUSG00000018372.13	CEP95	ENSMUSG00000018372
ENSMUSG00000018377.10	VEZF1	ENSMUSG00000018377
ENSMUSG00000018378.13	CUEDC1	ENSMUSG00000018378
ENSMUSG00000018381.15	ABI3	ENSMUSG00000018381
ENSMUSG00000018387.12	SHROOM1	ENSMUSG00000018387
ENSMUSG00000018395.19	KIF3A	ENSMUSG00000018395
ENSMUSG00000018401.17	MTMR4	ENSMUSG00000018401
ENSMUSG00000018405.7	MRM1	ENSMUSG00000018405
ENSMUSG00000018411.17	MAPT	ENSMUSG00000018411
ENSMUSG00000018412.16	KANSL1	ENSMUSG00000018412
ENSMUSG00000018415.14	GID4	ENSMUSG00000018415
ENSMUSG00000018425.18	DHX40	ENSMUSG00000018425
ENSMUSG00000018427.7	YPEL2	ENSMUSG00000018427
ENSMUSG00000018428.15	AKAP1	ENSMUSG00000018428
ENSMUSG00000018433.14	NOL11	ENSMUSG00000018433
ENSMUSG00000018442.13	DERL2	ENSMUSG00000018442
ENSMUSG00000018446.8	C1QBP	ENSMUSG00000018446
ENSMUSG00000018449.12	RPAIN	ENSMUSG00000018449
ENSMUSG00000018459.15	SLC13A3	ENSMUSG00000018459
ENSMUSG00000018470.8	KCNAB3	ENSMUSG00000018470
ENSMUSG00000018474.17	CHD3	ENSMUSG00000018474
ENSMUSG00000018476.7	KDM6B	ENSMUSG00000018476
ENSMUSG00000018481.9	APPBP2	ENSMUSG00000018481
ENSMUSG00000018486.2	WNT9B	ENSMUSG00000018486
ENSMUSG00000018500.2	ADORA2B	ENSMUSG00000018500
ENSMUSG00000018501.17	NCOR1	ENSMUSG00000018501
ENSMUSG00000018507.16	TRPV2	ENSMUSG00000018507
ENSMUSG00000018509.8	CENPV	ENSMUSG00000018509
ENSMUSG00000018537.16	PCGF2	ENSMUSG00000018537
ENSMUSG00000018541.10	CWC25	ENSMUSG00000018541
ENSMUSG00000018547.8	PIP4K2B	ENSMUSG00000018547
ENSMUSG00000018548.15	TRIM37	ENSMUSG00000018548
ENSMUSG00000018554.13	YBX2	ENSMUSG00000018554
ENSMUSG00000018559.16	CTDNEP1	ENSMUSG00000018559
ENSMUSG00000018565.17	ELP5	ENSMUSG00000018565
ENSMUSG00000018566.14	SLC2A4	ENSMUSG00000018566
ENSMUSG00000018567.14	GABARAP	ENSMUSG00000018567
ENSMUSG00000018569.12	CLDN7	ENSMUSG00000018569
ENSMUSG00000018572.10	PHF23	ENSMUSG00000018572
ENSMUSG00000018574.14	ACADVL	ENSMUSG00000018574
ENSMUSG00000018581.15	DNAH11	ENSMUSG00000018581
ENSMUSG00000018583.5	G3BP1	ENSMUSG00000018583
ENSMUSG00000018585.9	ATOX1	ENSMUSG00000018585
ENSMUSG00000018589.8	GLRA2	ENSMUSG00000018589
ENSMUSG00000018593.13	SPARC	ENSMUSG00000018593
ENSMUSG00000018595.6	GLRA4	ENSMUSG00000018595
ENSMUSG00000018599.5	MIEF2	ENSMUSG00000018599
ENSMUSG00000018604.18	TBX3	ENSMUSG00000018604
ENSMUSG00000018620.3	MMP20	ENSMUSG00000018620
ENSMUSG00000018623.9	MMP7	ENSMUSG00000018623
ENSMUSG00000018634.10	CRHR1	ENSMUSG00000018634
ENSMUSG00000018648.15	DUSP14	ENSMUSG00000018648
ENSMUSG00000018651.14	TADA2A	ENSMUSG00000018651
ENSMUSG00000018654.17	IKZF1	ENSMUSG00000018654
ENSMUSG00000018659.12	PNPO	ENSMUSG00000018659
ENSMUSG00000018661.17	COG1	ENSMUSG00000018661
ENSMUSG00000018666.13	CBX1	ENSMUSG00000018666
ENSMUSG00000018669.14	CDK5RAP3	ENSMUSG00000018669
ENSMUSG00000018672.15	COPZ2	ENSMUSG00000018672
ENSMUSG00000018677.9	SLC25A39	ENSMUSG00000018677
ENSMUSG00000018697.14	AATF	ENSMUSG00000018697
ENSMUSG00000018698.15	LHX1	ENSMUSG00000018698
ENSMUSG00000018707.13	DYNC1H1	ENSMUSG00000018707
ENSMUSG00000018733.10	PEX12	ENSMUSG00000018733
ENSMUSG00000018736.14	NDEL1	ENSMUSG00000018736
ENSMUSG00000018740.14	SLC25A35	ENSMUSG00000018740
ENSMUSG00000018750.14	ZBTB4	ENSMUSG00000018750
ENSMUSG00000018761.14	MPDU1	ENSMUSG00000018761
ENSMUSG00000018765.5	FXR2	ENSMUSG00000018765
ENSMUSG00000018796.13	ACSL1	ENSMUSG00000018796
ENSMUSG00000018800.14	ABCA5	ENSMUSG00000018800
ENSMUSG00000018809.2	SMYD4	ENSMUSG00000018809
ENSMUSG00000018820.13	ZFYVE27	ENSMUSG00000018820
ENSMUSG00000018821.3	AVPI1	ENSMUSG00000018821
ENSMUSG00000018822.7	SFRP5	ENSMUSG00000018822
ENSMUSG00000018830.8	MYH11	ENSMUSG00000018830
ENSMUSG00000018841.17	RAD51D	ENSMUSG00000018841
ENSMUSG00000018844.6	FNDC8	ENSMUSG00000018844
ENSMUSG00000018845.14	UNC45B	ENSMUSG00000018845
ENSMUSG00000018846.8	PANK3	ENSMUSG00000018846
ENSMUSG00000018848.4	RARS	ENSMUSG00000018848
ENSMUSG00000018849.6	WWC1	ENSMUSG00000018849
ENSMUSG00000018861.8	FDXR	ENSMUSG00000018861
ENSMUSG00000018862.11	OTOP3	ENSMUSG00000018862
ENSMUSG00000018865.8	SULT4A1	ENSMUSG00000018865
ENSMUSG00000018868.3	PNPLA5	ENSMUSG00000018868
ENSMUSG00000018882.12	MRPL45	ENSMUSG00000018882
ENSMUSG00000018893.14	MB	ENSMUSG00000018893
ENSMUSG00000018899.16	IRF1	ENSMUSG00000018899
ENSMUSG00000018900.7	SLC22A5	ENSMUSG00000018900
ENSMUSG00000018906.14	P4HA2	ENSMUSG00000018906
ENSMUSG00000018909.15	ARRB1	ENSMUSG00000018909
ENSMUSG00000018916.5	CSF2	ENSMUSG00000018916
ENSMUSG00000018921.11	PELP1	ENSMUSG00000018921
ENSMUSG00000018923.13	MED11	ENSMUSG00000018923
ENSMUSG00000018925.3	HEATR9	ENSMUSG00000018925
ENSMUSG00000018931.3	NATD1	ENSMUSG00000018931
ENSMUSG00000018932.9	MAP2K3	ENSMUSG00000018932
ENSMUSG00000018965.11	YWHAH	ENSMUSG00000018965
ENSMUSG00000018973.2	HOXB1	ENSMUSG00000018973
ENSMUSG00000018974.7	SART3	ENSMUSG00000018974
ENSMUSG00000018983.9	E2F2	ENSMUSG00000018983
ENSMUSG00000018995.12	NARS2	ENSMUSG00000018995
ENSMUSG00000018999.14	SLC35B4	ENSMUSG00000018999
ENSMUSG00000019027.7	DNAH1	ENSMUSG00000019027
ENSMUSG00000019039.13	DALRD3	ENSMUSG00000019039
ENSMUSG00000019054.13	FIS1	ENSMUSG00000019054
ENSMUSG00000019055.15	PLOD1	ENSMUSG00000019055
ENSMUSG00000019066.13	RAB3D	ENSMUSG00000019066
ENSMUSG00000019080.7	MFSD3	ENSMUSG00000019080
ENSMUSG00000019082.18	SLC25A22	ENSMUSG00000019082
ENSMUSG00000019087.13	ATP6AP1	ENSMUSG00000019087
ENSMUSG00000019088.13	DNASE1L1	ENSMUSG00000019088
ENSMUSG00000019102.10	ALDH3A1	ENSMUSG00000019102
ENSMUSG00000019124.10	SCRN1	ENSMUSG00000019124
ENSMUSG00000019139.10	ISYNA1	ENSMUSG00000019139
ENSMUSG00000019143.15	HARS2	ENSMUSG00000019143
ENSMUSG00000019146.2	CACNG2	ENSMUSG00000019146
ENSMUSG00000019158.9	TMEM160	ENSMUSG00000019158
ENSMUSG00000019178.17	STYXL1	ENSMUSG00000019178
ENSMUSG00000019179.10	MDH2	ENSMUSG00000019179
ENSMUSG00000019189.13	RNF145	ENSMUSG00000019189
ENSMUSG00000019194.15	SCN1B	ENSMUSG00000019194
ENSMUSG00000019210.10	ATP6V1E1	ENSMUSG00000019210
ENSMUSG00000019230.14	LHX9	ENSMUSG00000019230
ENSMUSG00000019232.14	ETNPPL	ENSMUSG00000019232
ENSMUSG00000019235.8	RPS6KL1	ENSMUSG00000019235
ENSMUSG00000019254.16	PPP1R12C	ENSMUSG00000019254
ENSMUSG00000019256.17	AHR	ENSMUSG00000019256
ENSMUSG00000019261.3	MAP1S	ENSMUSG00000019261
ENSMUSG00000019278.5	DPEP1	ENSMUSG00000019278
ENSMUSG00000019295.8	TMEM129	ENSMUSG00000019295
ENSMUSG00000019297.8	NOP9	ENSMUSG00000019297
ENSMUSG00000019301.5	HSD17B1	ENSMUSG00000019301
ENSMUSG00000019302.16	ATP6V0A1	ENSMUSG00000019302
ENSMUSG00000019303.14	PSMC3IP	ENSMUSG00000019303
ENSMUSG00000019312.10	GRB7	ENSMUSG00000019312
ENSMUSG00000019320.13	NOXO1	ENSMUSG00000019320
ENSMUSG00000019359.14	GDPD2	ENSMUSG00000019359
ENSMUSG00000019368.13	SEC14L4	ENSMUSG00000019368
ENSMUSG00000019370.10	CALM3	ENSMUSG00000019370
ENSMUSG00000019373.11	COPS3	ENSMUSG00000019373
ENSMUSG00000019432.15	DDX39B	ENSMUSG00000019432
ENSMUSG00000019433.9	GIPC1	ENSMUSG00000019433
ENSMUSG00000019437.17	TLCD1	ENSMUSG00000019437
ENSMUSG00000019461.12	PLSCR3	ENSMUSG00000019461
ENSMUSG00000019464.6	PTGER1	ENSMUSG00000019464
ENSMUSG00000019470.12	XAB2	ENSMUSG00000019470
ENSMUSG00000019471.10	CDC37	ENSMUSG00000019471
ENSMUSG00000019478.16	RAB4A	ENSMUSG00000019478
ENSMUSG00000019487.10	TRIP10	ENSMUSG00000019487
ENSMUSG00000019494.14	COPS6	ENSMUSG00000019494
ENSMUSG00000019505.7	UBB	ENSMUSG00000019505
ENSMUSG00000019518.10	AP4M1	ENSMUSG00000019518
ENSMUSG00000019539.11	RCN3	ENSMUSG00000019539
ENSMUSG00000019564.12	ARID3A	ENSMUSG00000019564
ENSMUSG00000019577.6	PDK4	ENSMUSG00000019577
ENSMUSG00000019578.11	UBXN6	ENSMUSG00000019578
ENSMUSG00000019579.13	MYDGF	ENSMUSG00000019579
ENSMUSG00000019590.16	CYB561	ENSMUSG00000019590
ENSMUSG00000019647.16	SEMA6A	ENSMUSG00000019647
ENSMUSG00000019659.8	CCDC12	ENSMUSG00000019659
ENSMUSG00000019689.4	FMC1	ENSMUSG00000019689
ENSMUSG00000019699.16	AKT3	ENSMUSG00000019699
ENSMUSG00000019710.13	MRPL24	ENSMUSG00000019710
ENSMUSG00000019715.14	GLE1	ENSMUSG00000019715
ENSMUSG00000019718.8	L3HYPDH	ENSMUSG00000019718
ENSMUSG00000019726.10	LYST	ENSMUSG00000019726
ENSMUSG00000019731.13	SLC35E1	ENSMUSG00000019731
ENSMUSG00000019732.14	CALR3	ENSMUSG00000019732
ENSMUSG00000019734.16	TMC4	ENSMUSG00000019734
ENSMUSG00000019737.14	SYNE4	ENSMUSG00000019737
ENSMUSG00000019738.15	POLR2I	ENSMUSG00000019738
ENSMUSG00000019761.10	KRT10	ENSMUSG00000019761
ENSMUSG00000019762.4	IYD	ENSMUSG00000019762
ENSMUSG00000019763.11	RMND1	ENSMUSG00000019763
ENSMUSG00000019767.12	CCDC170	ENSMUSG00000019767
ENSMUSG00000019768.16	ESR1	ENSMUSG00000019768
ENSMUSG00000019772.5	VIP	ENSMUSG00000019772
ENSMUSG00000019773.7	FBXO5	ENSMUSG00000019773
ENSMUSG00000019774.8	MTRF1L	ENSMUSG00000019774
ENSMUSG00000019775.17	RGS17	ENSMUSG00000019775
ENSMUSG00000019777.16	HDAC2	ENSMUSG00000019777
ENSMUSG00000019779.15	FRK	ENSMUSG00000019779
ENSMUSG00000019785.13	CLVS2	ENSMUSG00000019785
ENSMUSG00000019789.9	HEY2	ENSMUSG00000019789
ENSMUSG00000019790.16	STXBP5	ENSMUSG00000019790
ENSMUSG00000019791.12	HINT3	ENSMUSG00000019791
ENSMUSG00000019792.8	TRMT11	ENSMUSG00000019792
ENSMUSG00000019794.13	KATNA1	ENSMUSG00000019794
ENSMUSG00000019795.17	PCMT1	ENSMUSG00000019795
ENSMUSG00000019796.12	LRP11	ENSMUSG00000019796
ENSMUSG00000019802.13	SEC63	ENSMUSG00000019802
ENSMUSG00000019803.11	NR2E1	ENSMUSG00000019803
ENSMUSG00000019804.12	SNX3	ENSMUSG00000019804
ENSMUSG00000019806.13	AIG1	ENSMUSG00000019806
ENSMUSG00000019808.8	ADAT2	ENSMUSG00000019808
ENSMUSG00000019809.16	PEX3	ENSMUSG00000019809
ENSMUSG00000019810.15	FUCA2	ENSMUSG00000019810
ENSMUSG00000019813.16	CEP57L1	ENSMUSG00000019813
ENSMUSG00000019815.6	ZC2HC1B	ENSMUSG00000019815
ENSMUSG00000019817.18	PLAGL1	ENSMUSG00000019817
ENSMUSG00000019820.9	UTRN	ENSMUSG00000019820
ENSMUSG00000019822.12	SMPD2	ENSMUSG00000019822
ENSMUSG00000019823.17	MICAL1	ENSMUSG00000019823
ENSMUSG00000019828.13	GRM1	ENSMUSG00000019828
ENSMUSG00000019831.14	WASF1	ENSMUSG00000019831
ENSMUSG00000019832.3	RAB32	ENSMUSG00000019832
ENSMUSG00000019837.8	GTF3C6	ENSMUSG00000019837
ENSMUSG00000019838.11	SLC16A10	ENSMUSG00000019838
ENSMUSG00000019841.15	REV3L	ENSMUSG00000019841
ENSMUSG00000019842.6	TRAF3IP2	ENSMUSG00000019842
ENSMUSG00000019843.14	FYN	ENSMUSG00000019843
ENSMUSG00000019845.8	TUBE1	ENSMUSG00000019845
ENSMUSG00000019848.14	POPDC3	ENSMUSG00000019848
ENSMUSG00000019849.11	PREP	ENSMUSG00000019849
ENSMUSG00000019852.7	ARFGEF3	ENSMUSG00000019852
ENSMUSG00000019853.6	HEBP2	ENSMUSG00000019853
ENSMUSG00000019854.17	REPS1	ENSMUSG00000019854
ENSMUSG00000019856.13	FAM184A	ENSMUSG00000019856
ENSMUSG00000019863.7	QRSL1	ENSMUSG00000019863
ENSMUSG00000019864.14	RTN4IP1	ENSMUSG00000019864
ENSMUSG00000019865.9	NMBR	ENSMUSG00000019865
ENSMUSG00000019867.4	GJE1	ENSMUSG00000019867
ENSMUSG00000019868.16	VTA1	ENSMUSG00000019868
ENSMUSG00000019872.13	SMPDL3A	ENSMUSG00000019872
ENSMUSG00000019873.7	REEP3	ENSMUSG00000019873
ENSMUSG00000019874.11	FABP7	ENSMUSG00000019874
ENSMUSG00000019877.10	SERINC1	ENSMUSG00000019877
ENSMUSG00000019880.10	RSPO3	ENSMUSG00000019880
ENSMUSG00000019883.11	ECHDC1	ENSMUSG00000019883
ENSMUSG00000019888.15	MGAT4C	ENSMUSG00000019888
ENSMUSG00000019889.9	PTPRK	ENSMUSG00000019889
ENSMUSG00000019890.3	NTS	ENSMUSG00000019890
ENSMUSG00000019891.14	DCBLD1	ENSMUSG00000019891
ENSMUSG00000019892.12	LRRIQ1	ENSMUSG00000019892
ENSMUSG00000019894.13	SLC6A15	ENSMUSG00000019894
ENSMUSG00000019897.8	CCDC59	ENSMUSG00000019897
ENSMUSG00000019899.15	LAMA2	ENSMUSG00000019899
ENSMUSG00000019900.18	RFX6	ENSMUSG00000019900
ENSMUSG00000019905.7	GPRC6A	ENSMUSG00000019905
ENSMUSG00000019907.9	PPP1R12A	ENSMUSG00000019907
ENSMUSG00000019913.3	SIM1	ENSMUSG00000019913
ENSMUSG00000019916.14	P4HA1	ENSMUSG00000019916
ENSMUSG00000019923.13	ZWINT	ENSMUSG00000019923
ENSMUSG00000019927.6	UBE2D1	ENSMUSG00000019927
ENSMUSG00000019929.15	DCN	ENSMUSG00000019929
ENSMUSG00000019932.7	KERA	ENSMUSG00000019932
ENSMUSG00000019935.16	SLC17A8	ENSMUSG00000019935
ENSMUSG00000019936.10	EPYC	ENSMUSG00000019936
ENSMUSG00000019944.14	RHOBTB1	ENSMUSG00000019944
ENSMUSG00000019947.9	ARID5B	ENSMUSG00000019947
ENSMUSG00000019952.14	POC1B	ENSMUSG00000019952
ENSMUSG00000019960.7	DUSP6	ENSMUSG00000019960
ENSMUSG00000019969.13	PSEN1	ENSMUSG00000019969
ENSMUSG00000019970.15	SGK1	ENSMUSG00000019970
ENSMUSG00000019971.9	CEP290	ENSMUSG00000019971
ENSMUSG00000019977.15	HBS1L	ENSMUSG00000019977
ENSMUSG00000019978.15	EPB41L2	ENSMUSG00000019978
ENSMUSG00000019979.12	APAF1	ENSMUSG00000019979
ENSMUSG00000019984.16	MED23	ENSMUSG00000019984
ENSMUSG00000019986.17	AHI1	ENSMUSG00000019986
ENSMUSG00000019987.8	ARG1	ENSMUSG00000019987
ENSMUSG00000019988.7	NEDD1	ENSMUSG00000019988
ENSMUSG00000019989.7	ENPP3	ENSMUSG00000019989
ENSMUSG00000019990.15	PDE7B	ENSMUSG00000019990
ENSMUSG00000019992.8	MTFR2	ENSMUSG00000019992
ENSMUSG00000019996.17	MAP7	ENSMUSG00000019996
ENSMUSG00000019998.5	STX7	ENSMUSG00000019998
ENSMUSG00000020000.7	MOXD1	ENSMUSG00000020000
ENSMUSG00000020003.16	PEX7	ENSMUSG00000020003
ENSMUSG00000020007.4	IL20RA	ENSMUSG00000020007
ENSMUSG00000020009.12	IFNGR1	ENSMUSG00000020009
ENSMUSG00000020017.14	HAL	ENSMUSG00000020017
ENSMUSG00000020018.6	SNRPF	ENSMUSG00000020018
ENSMUSG00000020019.4	NTN4	ENSMUSG00000020019
ENSMUSG00000020020.8	USP44	ENSMUSG00000020020
ENSMUSG00000020021.4	FGD6	ENSMUSG00000020021
ENSMUSG00000020023.17	TMCC3	ENSMUSG00000020023
ENSMUSG00000020024.6	CEP83	ENSMUSG00000020024
ENSMUSG00000020032.14	NUAK1	ENSMUSG00000020032
ENSMUSG00000020034.7	TCP11L2	ENSMUSG00000020034
ENSMUSG00000020037.15	RFX4	ENSMUSG00000020037
ENSMUSG00000020042.15	BTBD11	ENSMUSG00000020042
ENSMUSG00000020044.13	TIMP3	ENSMUSG00000020044
ENSMUSG00000020048.13	HSP90B1	ENSMUSG00000020048
ENSMUSG00000020051.16	PAH	ENSMUSG00000020051
ENSMUSG00000020052.8	ASCL1	ENSMUSG00000020052
ENSMUSG00000020053.18	IGF1	ENSMUSG00000020053
ENSMUSG00000020059.9	SYCP3	ENSMUSG00000020059
ENSMUSG00000020061.17	MYBPC1	ENSMUSG00000020061
ENSMUSG00000020062.6	SLC5A8	ENSMUSG00000020062
ENSMUSG00000020063.16	SIRT1	ENSMUSG00000020063
ENSMUSG00000020064.8	HERC4	ENSMUSG00000020064
ENSMUSG00000020067.7	MYPN	ENSMUSG00000020067
ENSMUSG00000020074.6	CCAR1	ENSMUSG00000020074
ENSMUSG00000020075.7	DDX21	ENSMUSG00000020075
ENSMUSG00000020076.6	DDX50	ENSMUSG00000020076
ENSMUSG00000020077.14	SRGN	ENSMUSG00000020077
ENSMUSG00000020078.15	VPS26A	ENSMUSG00000020078
ENSMUSG00000020079.15	SUPV3L1	ENSMUSG00000020079
ENSMUSG00000020080.8	HKDC1	ENSMUSG00000020080
ENSMUSG00000020081.5	TACR2	ENSMUSG00000020081
ENSMUSG00000020085.15	AIFM2	ENSMUSG00000020085
ENSMUSG00000020087.4	TYSND1	ENSMUSG00000020087
ENSMUSG00000020088.9	SAR1A	ENSMUSG00000020088
ENSMUSG00000020089.8	PPA1	ENSMUSG00000020089
ENSMUSG00000020090.7	NPFFR1	ENSMUSG00000020090
ENSMUSG00000020091.14	EIF4EBP2	ENSMUSG00000020091
ENSMUSG00000020092.8	PALD1	ENSMUSG00000020092
ENSMUSG00000020096.20	TBATA	ENSMUSG00000020096
ENSMUSG00000020097.14	SGPL1	ENSMUSG00000020097
ENSMUSG00000020098.6	PCBD1	ENSMUSG00000020098
ENSMUSG00000020099.7	UNC5B	ENSMUSG00000020099
ENSMUSG00000020100.15	SLC29A3	ENSMUSG00000020100
ENSMUSG00000020101.14	VSIR	ENSMUSG00000020101
ENSMUSG00000020102.15	SLC16A7	ENSMUSG00000020102
ENSMUSG00000020105.8	LRIG3	ENSMUSG00000020105
ENSMUSG00000020107.10	ANAPC16	ENSMUSG00000020107
ENSMUSG00000020108.3	DDIT4	ENSMUSG00000020108
ENSMUSG00000020109.13	DNAJB12	ENSMUSG00000020109
ENSMUSG00000020111.15	MICU1	ENSMUSG00000020111
ENSMUSG00000020114.12	CAND1	ENSMUSG00000020114
ENSMUSG00000020115.2	TBK1	ENSMUSG00000020115
ENSMUSG00000020116.7	PNO1	ENSMUSG00000020116
ENSMUSG00000020120.15	PLEK	ENSMUSG00000020120
ENSMUSG00000020121.15	SRGAP1	ENSMUSG00000020121
ENSMUSG00000020122.16	EGFR	ENSMUSG00000020122
ENSMUSG00000020123.5	AVPR1A	ENSMUSG00000020123
ENSMUSG00000020124.9	USP15	ENSMUSG00000020124
ENSMUSG00000020128.15	VPS54	ENSMUSG00000020128
ENSMUSG00000020132.9	RAB21	ENSMUSG00000020132
ENSMUSG00000020134.13	PELI1	ENSMUSG00000020134
ENSMUSG00000020135.13	APC2	ENSMUSG00000020135
ENSMUSG00000020137.4	THAP2	ENSMUSG00000020137
ENSMUSG00000020140.15	LGR5	ENSMUSG00000020140
ENSMUSG00000020142.12	SLC1A4	ENSMUSG00000020142
ENSMUSG00000020143.15	DOCK2	ENSMUSG00000020143
ENSMUSG00000020149.17	RAB1A	ENSMUSG00000020149
ENSMUSG00000020150.13	GAMT	ENSMUSG00000020150
ENSMUSG00000020151.16	PTPRR	ENSMUSG00000020151
ENSMUSG00000020152.7	ACTR2	ENSMUSG00000020152
ENSMUSG00000020153.14	NDUFS7	ENSMUSG00000020153
ENSMUSG00000020154.9	PTPRB	ENSMUSG00000020154
ENSMUSG00000020155.2	KCNMB1	ENSMUSG00000020155
ENSMUSG00000020159.8	GABRP	ENSMUSG00000020159
ENSMUSG00000020160.18	MEIS1	ENSMUSG00000020160
ENSMUSG00000020163.12	UQCR11	ENSMUSG00000020163
ENSMUSG00000020166.14	CNOT2	ENSMUSG00000020166
ENSMUSG00000020167.14	TCF3	ENSMUSG00000020167
ENSMUSG00000020169.4	BEST3	ENSMUSG00000020169
ENSMUSG00000020171.7	YEATS4	ENSMUSG00000020171
ENSMUSG00000020175.13	RAB36	ENSMUSG00000020175
ENSMUSG00000020176.17	GRB10	ENSMUSG00000020176
ENSMUSG00000020178.5	ADORA2A	ENSMUSG00000020178
ENSMUSG00000020180.9	SNRPD3	ENSMUSG00000020180
ENSMUSG00000020181.15	NAV3	ENSMUSG00000020181
ENSMUSG00000020182.16	DDC	ENSMUSG00000020182
ENSMUSG00000020183.11	CPM	ENSMUSG00000020183
ENSMUSG00000020185.16	E2F7	ENSMUSG00000020185
ENSMUSG00000020186.6	CSRP2	ENSMUSG00000020186
ENSMUSG00000020196.9	CABIN1	ENSMUSG00000020196
ENSMUSG00000020198.7	AP3D1	ENSMUSG00000020198
ENSMUSG00000020211.15	SF3A2	ENSMUSG00000020211
ENSMUSG00000020216.13	JSRP1	ENSMUSG00000020216
ENSMUSG00000020218.11	WIF1	ENSMUSG00000020218
ENSMUSG00000020219.6	TIMM13	ENSMUSG00000020219
ENSMUSG00000020220.16	VPS13D	ENSMUSG00000020220
ENSMUSG00000020225.10	TMBIM4	ENSMUSG00000020225
ENSMUSG00000020227.10	IRAK3	ENSMUSG00000020227
ENSMUSG00000020228.11	HELB	ENSMUSG00000020228
ENSMUSG00000020230.14	PRMT2	ENSMUSG00000020230
ENSMUSG00000020231.15	DIP2A	ENSMUSG00000020231
ENSMUSG00000020232.17	HMG20B	ENSMUSG00000020232
ENSMUSG00000020235.16	FZR1	ENSMUSG00000020235
ENSMUSG00000020238.14	NCLN	ENSMUSG00000020238
ENSMUSG00000020241.13	COL6A2	ENSMUSG00000020241
